course_id,neg_count,pos_count,num_chapters,n_videos,n_exercises,n_problems,n_users_content_interaction,assignment_coverage,video_coverage,discussion_coverage,problems_attempted,attempts_total,correct_total,correct_rate_course,comments_total,commenters_total,views_total,viewers_total,unique_videos_viewed,enrollment_count,num_inactive_users,inactive_rate,avg_video_duration_sec,avg_exercise_correct_rate_course,avg_exercise_attempt_rate_course,avg_video_access_rate_course,qs_rank,progress_ratio,CQS_num,course_name,CQV,CQS
C_1918004,0,0,1,1,0,0,2.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,2.0,2.0,1,51,49.0,0.9607843137254902,,0.0,0.0,1.0,,0.0,0,天津大学工商管理专业（MBA） 学姐提前面试和备考经验分享,0.1339745962155614,Needs Improvement
C_682597,1,1,15,77,12,54,5.0,0.0,0,1.0,0,0,0,0.0,7.0,5.0,0.0,0.0,0,5702,5697.0,0.9991231146965976,693.9453947368421,0.0,0.0,0.0,20.0,0.0,1,数字集成电路分析与设计,0.2221602207252304,Acceptable
C_682397,0,1,11,48,4,4,2.0,0.0,0,1.0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,1669,1667.0,0.9988016776512882,,0.0,0.0,0.0,,0.0,1,工程伦理（硕士版）,0.2448096266503392,Acceptable
C_1814520,0,0,9,94,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,560.6734565217391,0.0,0.0,0.0,20.0,0.0,0,国际金融,0.0,Needs Improvement
C_688346,1,0,6,35,34,296,1.0,0.0,0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,2384,2383.0,0.9995805369127516,487.3919457142858,0.0,0.0,0.0,,0.0,0,运动与解剖学,0.1577117332072436,Needs Improvement
C_735338,3,14,9,56,9,50,31.0,0.0,1,1.0,50,741,641,0.0,81.0,23.0,9.0,7.0,6,3389,3358.0,0.9908527589259368,,0.92,0.5555555555555556,0.0229591836734693,,0.0,2,中华茶艺呈现,0.3719574633521484,Excellent
C_1776281,0,0,9,42,8,144,2.0,0.0,1,1.0,142,362,180,0.0,8.0,1.0,1.0,1.0,1,245,243.0,0.9918367346938776,683.731875,0.0,0.0,0.0238095238095238,,0.0,1,舞台服装设计,0.3103933309727117,Acceptable
C_1912013,0,0,12,36,12,39,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,19,19.0,1.0,762.7375,0.0,0.0,0.0,580.0,0.0,0,Management Consulting,0.0,Needs Improvement
C_2266766,0,0,7,30,36,181,0.0,0.0,0,0.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0,21,21.0,1.0,,0.0,0.0,0.0,,0.0,0,精益创业,0.1428571428571428,Needs Improvement
C_911159,4,8,7,69,7,80,40.0,0.0,0,1.0,0,0,0,0.0,162.0,40.0,0.0,0.0,0,5454,5414.0,0.9926659332599926,524.7592898550726,0.0,0.0,0.0,,0.0,1,玩转越南语-零起点快车道,0.230690741837928,Acceptable
C_697032,8,29,5,16,14,54,119.0,0.0,0,1.0,0,0,0,0.0,327.0,119.0,0.0,0.0,0,15340,15221.0,0.9922425032594524,477.5310909090909,0.0,0.0,0.0,12.0,0.0,1,英语写作指导——写作入门,0.2384226894136091,Acceptable
C_735102,0,0,3,5,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,302,302.0,1.0,,0.0,0.0,0.0,,0.0,0,微软人工智能 – 数据分析平台,0.0,Needs Improvement
C_2342512,0,0,10,32,39,283,1.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,,0.5161290322580645,0.1025641025641025,0.0,,0.0,0,公共管理学,0.0,Needs Improvement
C_682737,0,0,11,43,11,50,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1249,1249.0,1.0,526.5093023255814,0.0,0.0,0.0,801.0,0.0,0,高级数据库系统,0.0,Needs Improvement
C_1925909,0,0,10,73,28,220,2.0,0.0,1,1.0,20,20,16,0.0,2.0,1.0,3.0,1.0,3,27,25.0,0.925925925925926,407.175037037037,0.0,0.0,0.0410958904109589,,0.0,1,Chinese Literature,0.2997572464715868,Acceptable
C_680958,1,4,11,107,70,125,26.0,0.0,0,1.0,0,0,0,0.0,281.0,26.0,0.0,0.0,0,14268,14242.0,0.9981777403980936,722.4848474576271,0.0,0.0,0.0,,0.0,1,精细化学品生产工艺学,0.2245968790364588,Acceptable
C_682527,0,1,8,42,44,451,17.0,0.0,0,1.0,0,0,0,0.0,325.0,17.0,0.0,0.0,0,1881,1864.0,0.9909622541201488,,0.0,0.0,0.0,,0.0,1,数值分析,0.2281819352982207,Acceptable
C_696792,0,1,6,18,0,0,1.0,0.0,0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,155,154.0,0.9935483870967742,,0.0,0.0,0.0,205.0,0.0,0,AI技能初体验-DuerOS系统简介（百度云智学院）,0.0,Needs Improvement
C_1764865,0,0,9,69,52,188,23.0,0.0,1,0.0,126,213,149,0.0,0.0,0.0,37.0,22.0,13,654,631.0,0.9648318042813456,528.8535303030303,0.0,0.0192307692307692,0.0230566534914361,1.0,0.0,2,计算思维和数据科学导论（国际版）,0.46469666546807,Excellent
C_682312,0,0,10,32,27,165,1.0,0.0,0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,503,502.0,0.9980119284294234,,0.0,0.0,0.0,,0.0,1,英语漫谈海上新丝路,0.2262006512675489,Acceptable
C_2308104,0,0,9,80,9,130,3.0,0.0,0,0.0,130,300,216,0.0,0.0,0.0,0.0,0.0,0,3730,3727.0,0.999195710455764,,0.5846135831381734,0.5925925925925926,0.0,,0.0,2,武术,0.3517988128388017,Excellent
C_680792,0,0,3,83,13,117,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,337,337.0,1.0,658.3733658536586,0.0,0.0,0.0,20.0,0.0,0,动态测试与分析（下）,0.0,Needs Improvement
C_1764843,0,0,4,39,12,44,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,108,108.0,1.0,574.2647435897436,0.0,0.0,0.0,12.0,0.0,0,Foundations of Computer Graphics（国际版）,0.0,Needs Improvement
C_1773201,0,0,6,33,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,40,40.0,1.0,,0.0,0.0,0.0,,0.0,0,实战系列课程之PPP实战六堂课,0.0,Needs Improvement
C_681291,0,0,6,37,11,21,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,21,21.0,1.0,435.8288918918919,0.0,0.0,0.0,205.0,0.0,0,摄影-影像造型与叙事,0.0,Needs Improvement
C_2316335,0,0,9,26,8,154,0.0,0.0,0,0.0,20,20,17,0.0,0.0,0.0,0.0,0.0,0,20,20.0,1.0,,0.0,0.0,0.0,,0.0,0,中国民俗鉴赏,0.1111111111111111,Needs Improvement
C_681761,0,0,2,11,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,425,425.0,1.0,,0.0,0.0,0.0,,0.0,0,Code+程序设计大赛习题讲解,0.0,Needs Improvement
C_696919,0,0,7,31,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,821,821.0,1.0,12436.189466666669,0.0,0.0,0.0,,0.0,0,电路与电工实验,0.0,Needs Improvement
C_680938,2,0,8,32,8,80,2.0,0.0,0,1.0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,84,82.0,0.9761904761904762,,0.0,0.0,0.0,580.0,0.0,1,营商的法律智慧：商法,0.2281819352982207,Acceptable
C_1756074,0,1,14,129,28,264,12.0,0.0,1,1.0,211,536,454,0.0,12.0,7.0,16.0,5.0,9,228,216.0,0.9473684210526316,499.2767674418605,0.7666666666666666,0.119047619047619,0.0186046511627906,40.0,0.0,1,日常思考的科学(国际版),0.243583315999321,Acceptable
C_830568,0,1,11,68,58,262,14.0,0.0,1,1.0,262,3013,2190,0.0,5.0,4.0,121.0,10.0,38,105,91.0,0.8666666666666667,864.474406779661,0.0,0.0,0.0764705882352941,20.0,0.0,2,数据挖掘：理论与算法（清华认证）,0.3650721706390252,Excellent
C_1903975,0,0,7,82,50,166,34.0,0.0,1,1.0,98,284,190,0.0,1.0,1.0,77.0,32.0,26,286,252.0,0.8811188811188811,,0.8333333333333333,0.11,0.0278201219512195,,0.0,1,高等数学,0.3394463682242131,Acceptable
C_948407,0,0,5,42,6,129,23.0,0.0,1,1.0,129,423,222,0.0,4.0,4.0,70.0,19.0,7,1948,1925.0,0.9881930184804928,,0.0,0.0,0.0852130325814536,,0.0,1,电子商务概论,0.3081580805337692,Acceptable
C_681862,0,0,6,15,26,113,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,385.0,0.0,0,庄子寓言及其智慧,0.0,Needs Improvement
C_681663,1,1,9,40,8,215,6.0,0.0,0,1.0,0,0,0,0.0,14.0,6.0,0.0,0.0,0,1699,1693.0,0.996468510888758,,0.0,0.0,0.0,,0.0,1,金融活动之初体验,0.2281819352982207,Acceptable
C_2215471,0,0,7,7,0,0,1.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,1,6,5.0,0.8333333333333334,,0.0,0.0,0.1428571428571428,,0.0,0,艺术教育4.0-如何将艺术教育融入虚拟空间创新、进化、升华,0.0191392280307944,Needs Improvement
C_697007,5,19,15,45,31,189,33.0,0.0,0,1.0,0,0,0,0.0,146.0,33.0,0.0,0.0,0,13594,13561.0,0.997572458437546,722.1906444444444,0.0,0.0,0.0,580.0,0.0,1,英语语法与写作,0.2196866726186916,Acceptable
C_830569,0,0,9,42,30,100,2.0,0.0,1,1.0,100,1419,1238,0.0,1.0,1.0,1.0,1.0,1,111,109.0,0.981981981981982,687.4332195121951,0.0,0.0,0.0238095238095238,20.0,0.0,2,高级大数据系统（清华认证）,0.4663069720755954,Excellent
C_697001,0,1,10,10,10,66,2.0,0.0,0,1.0,0,0,0,0.0,4.0,2.0,0.0,0.0,0,1885,1883.0,0.9989389920424404,,0.0,0.0,0.0,489.0,0.0,1,广告学精要,0.2245968790364588,Acceptable
C_1774973,0,0,9,28,9,90,1.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,1,38,37.0,0.9736842105263158,734.6630714285714,0.0,0.0,0.0357142857142857,,0.0,0,Innovation and Entrepreneurship Theory and Practice,0.0148860662461734,Needs Improvement
C_948114,1,1,11,47,50,300,20.0,0.0,1,1.0,158,660,404,0.0,19.0,12.0,9.0,4.0,3,9570,9550.0,0.9979101358411704,710.8750638297872,0.7549159356725146,0.285,0.0372340425531914,,0.0,2,轮机概论,0.4938237064711684,Excellent
C_2199460,0,0,10,59,10,189,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,96,96.0,1.0,,0.0,0.0,0.0,,0.0,0,管理统计学,0.0,Needs Improvement
C_1909589,0,0,9,36,9,235,1.0,0.0,0,1.0,51,51,49,0.0,3.0,1.0,0.0,0.0,0,25,24.0,0.96,452.0049230769231,0.0,0.0,0.0,,0.0,1,The Chemistry Of Traditional Chinese Medicine,0.3029426986467307,Acceptable
C_2059299,0,0,6,60,22,38,536.0,0.0,1,1.0,3,3,2,0.0,1.0,1.0,17333.0,520.0,12,1100,564.0,0.5127272727272727,,0.5778897624681242,0.561038961038961,0.1632051282051282,,0.0,0,视觉传达与传播设计,0.113138073141197,Needs Improvement
C_735269,6,11,10,52,63,707,58.0,0.0,1,1.0,321,580,308,0.0,161.0,39.0,48.0,19.0,18,13138,13080.0,0.9955853250114172,,0.0,0.0,0.0475708502024291,,0.0,1,飞机飞行动力学,0.3237882350899506,Acceptable
C_2297240,0,0,6,84,1,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,296,296.0,1.0,,0.0,0.0,0.0,,0.0,0,创新创业理论与技术,0.0,Needs Improvement
C_947249,1,0,16,39,16,347,163.0,0.0,0,1.0,0,0,0,0.0,2567.0,163.0,0.0,0.0,0,4024,3861.0,0.959493041749503,700.5,0.0,0.0,0.0,,0.0,1,外科学,0.2190625625250125,Acceptable
C_2221927,0,0,12,12,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,11,11.0,1.0,,0.0,0.0,0.0,,0.0,0,立足于“厚”与“宽”的变革、升阶——我对建设一流课程的思考,0.0,Needs Improvement
C_1916174,0,0,1,2,0,0,15.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,19.0,15.0,2,155,140.0,0.9032258064516128,,0.0,0.0,0.6333333333333333,,0.0,0,管理类联考（考研） 高分备考规划,0.1339745962155614,Needs Improvement
C_916844,0,0,6,60,6,95,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,180,180.0,1.0,,0.0,0.0,0.0,,0.0,0,创业理论与实践,0.0,Needs Improvement
C_1781812,0,2,9,30,9,405,11.0,0.0,1,1.0,5,5,2,0.0,3.0,3.0,17.0,8.0,10,191,180.0,0.9424083769633508,564.0991724137931,0.0,0.0,0.0708333333333333,,0.0,2,Dermatovenereology,0.3908406871554507,Excellent
C_756717,0,0,9,35,36,222,3.0,0.0,0,1.0,0,0,0,0.0,8.0,3.0,0.0,0.0,0,1063,1060.0,0.9971777986829728,668.2800000000001,0.0,0.0,0.0,,0.0,1,神奇的材料世界,0.2262006512675489,Acceptable
C_680824,1,0,12,113,58,62,2.0,0.0,0,1.0,0,0,0,0.0,3.0,2.0,0.0,0.0,0,2190,2188.0,0.9990867579908675,604.9188230088496,0.0,0.0,0.0,20.0,0.0,0,线性系统理论,0.0234314575050761,Needs Improvement
C_1910412,0,0,3,4,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,“抗击疫情”专题在线公益讲座——电子科技大学,0.0,Needs Improvement
C_882596,3,0,16,31,16,156,16.0,0.0,0,1.0,0,0,0,0.0,55.0,16.0,0.0,0.0,0,9354,9338.0,0.9982895018174044,,0.0,0.0,0.0,,0.0,1,大学物理实验,0.2190625625250125,Acceptable
C_2141852,0,0,6,41,0,0,45.0,0.0,1,1.0,0,0,0,0.0,3.0,2.0,138.0,45.0,19,367,322.0,0.8773841961852861,485.6924,0.0,0.0,0.0737127371273712,,0.0,0,人体寄生虫学,0.0451395896493317,Needs Improvement
C_707127,10,15,20,69,66,172,95.0,0.0,0,1.0,0,0,0,0.0,333.0,95.0,0.0,0.0,0,14017,13922.0,0.9932225155168724,797.4182181818181,0.0,0.0,0.0,271.0,0.0,1,心理统计,0.2171765844074412,Acceptable
C_2266770,0,0,6,30,6,69,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,70,70.0,1.0,,0.0,0.0,0.0,,0.0,0,动画制作实践,0.0,Needs Improvement
C_1910390,0,0,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,“抗击疫情”专题在线公益讲座——华东理工大学,0.0,Needs Improvement
C_681583,0,0,1,4,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,147,147.0,1.0,,0.0,0.0,0.0,205.0,0.0,0,AWS云计算数据搜索与分析---Amazon Elasticsearch,0.0,Needs Improvement
C_1736284,0,0,16,68,0,0,1.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,6.0,1.0,6,6,5.0,0.8333333333333334,,0.0,0.0,0.088235294117647,,0.0,0,托福词汇,0.0153018163815154,Needs Improvement
C_911160,0,0,5,53,6,54,4.0,0.0,0,1.0,0,0,0,0.0,9.0,4.0,0.0,0.0,0,620,616.0,0.9935483870967742,599.7577115384615,0.0,0.0,0.0,377.0,0.0,1,Tourism Policy and Planning,0.2384226894136091,Acceptable
C_2338360,0,0,6,22,6,67,0.0,0.0,0,0.0,22,22,9,0.0,0.0,0.0,0.0,0.0,0,113,113.0,1.0,,0.0,0.0,0.0,,0.0,1,医学的故事,0.2486872580678985,Acceptable
C_1720764,0,1,6,16,0,0,5.0,0.0,0,1.0,0,0,0,0.0,19.0,5.0,0.0,0.0,0,588,583.0,0.9914965986394558,,0.0,0.0,0.0,14.0,0.0,0,突发事件心理危机干预,0.0,Needs Improvement
C_682286,0,0,8,45,5,33,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,205.0,0.0,0,神经元动力学——单个神经元的计算神经科学（自主模式）,0.0,Needs Improvement
C_697706,0,0,1,10,0,0,3.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,9.0,3.0,5,924,921.0,0.9967532467532468,,0.0,0.0,0.2666666666666666,,0.0,0,LabVIEW 基础课程,0.1339745962155614,Needs Improvement
C_747681,0,0,6,24,6,59,2.0,0.0,0,1.0,0,0,0,0.0,10.0,2.0,0.0,0.0,0,628,626.0,0.9968152866242038,,0.0,0.0,0.0,,0.0,1,奇妙的动物世界,0.2448096266503392,Acceptable
C_931245,16,16,18,63,16,79,48.0,0.0,1,1.0,0,0,0,0.0,78.0,46.0,6.0,2.0,6,21340,21292.0,0.997750702905342,,0.0,0.0,0.0476190476190476,385.0,0.0,1,韩语日常会话入门,0.2712930691350355,Acceptable
C_2308092,0,1,10,37,10,50,25.0,0.0,0,1.0,50,284,250,0.0,6.0,3.0,0.0,0.0,0,221,196.0,0.8868778280542986,,0.8460855629476949,0.9636363636363636,0.0,,0.0,2,走近徐志摩,0.4204063027303026,Excellent
C_2328485,0,0,8,38,12,92,0.0,0.0,0,0.0,22,22,22,0.0,0.0,0.0,0.0,0.0,0,16,16.0,1.0,,0.0,0.0,0.0,,0.0,1,经典美术作品赏析,0.2990060453937931,Acceptable
C_680754,1,5,6,58,3,11,8.0,0.0,0,1.0,0,0,0,0.0,8.0,8.0,0.0,0.0,0,6510,6502.0,0.9987711213517664,786.9881086956522,0.0,0.0,0.0,20.0,0.0,1,界面设计导论,0.2546440075000701,Acceptable
C_677142,0,0,7,43,47,272,7.0,0.0,0,1.0,0,0,0,0.0,20.0,7.0,0.0,0.0,0,1281,1274.0,0.994535519125683,,0.0,0.0,0.0,,0.0,1,国学入门,0.230690741837928,Acceptable
C_682392,1,3,9,87,32,245,240.0,0.0,1,1.0,245,1565,1450,0.0,112.0,11.0,3883.0,232.0,18,1774,1534.0,0.8647125140924464,,0.0,0.0,0.1577982560443916,,0.0,2,配送作业组织与实施,0.361300146025043,Excellent
C_682771,0,0,10,12,5,12,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1685,1685.0,1.0,,0.0,0.0,0.0,,0.0,0,时域测试技术综合实验,0.0,Needs Improvement
C_682176,3,14,12,98,35,196,14.0,0.0,0,1.0,0,0,0,0.0,247.0,14.0,0.0,0.0,0,4285,4271.0,0.996732788798133,,0.0,0.0,0.0,,0.0,1,分析化学,0.2245968790364588,Acceptable
C_1924714,0,0,7,88,0,0,1.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,2.0,1.0,2,2,1.0,0.5,,0.0,0.0,0.0227272727272727,,0.0,0,21考研数学系统班秋冬季（数学一、三）,0.0191392280307944,Needs Improvement
C_676995,1,2,4,34,30,189,3.0,0.0,0,1.0,0,0,0,0.0,6.0,3.0,0.0,0.0,0,4337,4334.0,0.999308277611252,,0.0,0.0,0.0,192.0,0.0,1,知识产权法,0.2448096266503392,Acceptable
C_2316355,0,0,10,21,10,100,3.0,0.0,0,0.0,100,343,207,0.0,0.0,0.0,0.0,0.0,0,2460,2457.0,0.998780487804878,,0.8963178294573644,0.1999999999999999,0.0,,0.0,2,西方国际关系理论,0.466055087286243,Excellent
C_677000,0,2,15,59,15,157,2.0,0.0,0,1.0,0,0,0,0.0,4.0,2.0,0.0,0.0,0,3689,3687.0,0.9994578476551912,,0.0,0.0,0.0,,0.0,1,口腔探密,0.2196866726186916,Acceptable
C_947687,0,0,14,92,15,123,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,光通信器件及系统,0.0,Needs Improvement
C_2255633,0,0,3,3,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,56,56.0,1.0,,0.0,0.0,0.0,,0.0,0,科学学习5天记忆力特训营,0.0,Needs Improvement
C_1776285,1,1,10,38,1,1,8.0,0.0,0,1.0,0,0,0,0.0,66.0,8.0,0.0,0.0,0,2357,2349.0,0.996605854900297,,0.0,0.0,0.0,,0.0,1,学前儿童教育研究方法,0.2928932188134525,Acceptable
C_903149,1,1,6,51,5,120,3.0,0.0,0,1.0,0,0,0,0.0,12.0,3.0,0.0,0.0,0,959,956.0,0.9968717413972888,347.0235098039216,0.0,0.0,0.0,,0.0,1,传感器技术与应用,0.2384226894136091,Acceptable
C_681559,0,0,1,2,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0,微软人工智能概览,0.0,Needs Improvement
C_680786,0,0,4,103,12,64,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,402,402.0,1.0,659.9958252427185,0.0,0.0,0.0,20.0,0.0,0,动态测试与分析（上）,0.0,Needs Improvement
C_1755909,0,0,8,26,19,111,12.0,0.0,1,1.0,111,178,135,0.0,3.0,2.0,30.0,11.0,20,424,412.0,0.9716981132075472,608.9370952380953,0.0,0.0,0.1048951048951049,20.0,0.0,2,Practical Japanese Conversation,0.4166435697887396,Excellent
C_2059290,0,0,9,86,89,168,44.0,0.0,1,0.0,49,50,33,0.0,0.0,0.0,83.0,38.0,22,3729,3685.0,0.9882005899705014,,0.822803776683087,0.1235955056179775,0.0250917992656058,,0.0,1,化工原理,0.3011878624179369,Acceptable
C_697098,1,10,9,18,9,50,58.0,0.0,0,1.0,0,0,0,0.0,136.0,58.0,0.0,0.0,0,4170,4112.0,0.9860911270983214,1435.0883333333334,0.0,0.0,0.0,,0.0,1,市场营销学,0.2339676537145735,Acceptable
C_2180235,0,0,8,8,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,16,16.0,1.0,,0.0,0.0,0.0,,0.0,0,专业课程中融入“课程思政”的思考与初探,0.0,Needs Improvement
C_1811832,0,0,9,32,31,193,3.0,0.0,1,1.0,188,198,132,0.0,4.0,1.0,15.0,3.0,11,109,106.0,0.9724770642201837,467.2768,0.0,0.0,0.1458333333333333,901.0,0.0,2,Interpreting China: A Dialogue between Tradition and Innovation,0.4703286026303719,Excellent
C_2228949,0,0,14,14,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4,4.0,1.0,,0.0,0.0,0.0,,0.0,0,如何自信地站在大学讲台上——给青年教师的10个建议,0.0,Needs Improvement
C_676658,4,18,13,65,12,60,20.0,0.0,0,1.0,0,0,0,0.0,70.0,20.0,0.0,0.0,0,9012,8992.0,0.997780736795384,628.0628125,0.0,0.0,0.0,20.0,0.0,1,党的十九大精神概论,0.2221602207252304,Acceptable
C_947156,0,0,8,44,9,177,7.0,0.0,0,1.0,173,1085,819,0.0,4.0,4.0,17.0,3.0,0,1827,1820.0,0.9961685823754788,,0.0,0.0,0.1287878787878787,,0.0,2,信息论,0.4612519621324747,Excellent
C_1774962,0,0,5,35,24,231,1.0,0.0,1,0.0,137,137,137,0.0,0.0,0.0,1.0,1.0,1,87,86.0,0.9885057471264368,591.3304999999999,0.0,0.0,0.0285714285714285,,0.0,1,Geriatrics of Traditional Chinese medicine,0.3122973493167573,Acceptable
C_1724279,0,0,5,33,17,98,4.0,0.0,0,1.0,42,63,30,0.0,23.0,3.0,0.0,0.0,0,253,249.0,0.984189723320158,,0.5,0.0588235294117647,0.0,,0.0,1,护理心理伦理学,0.3489249760072587,Acceptable
C_681518,0,0,1,5,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,53,53.0,1.0,,0.0,0.0,0.0,205.0,0.0,0,在混合云模式中现代化微软应用,0.0,Needs Improvement
C_1904002,0,0,19,26,6,75,31.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,44.0,31.0,1,619,588.0,0.9499192245557352,710.9623200000001,0.0,0.0,0.0521091811414392,,0.0,0,Management: Chinese Perspective and Practice,0.0070512945376611,Needs Improvement
C_682152,0,0,13,49,10,216,1.0,0.0,0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,1387,1386.0,0.9992790194664743,477.6566734693877,0.0,0.0,0.0,580.0,0.0,1,国际私法,0.2245968790364588,Acceptable
C_696763,0,0,5,27,5,75,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,611.2044074074074,0.0,0.0,0.0,431.0,0.0,0,循证医学（选修）,0.0,Needs Improvement
C_682345,3,3,12,92,87,100,12.0,0.0,0,1.0,0,0,0,0.0,19.0,12.0,0.0,0.0,0,6420,6408.0,0.9981308411214952,817.12825,0.0,0.0,0.0,20.0,0.0,1,自动控制理论（1）,0.2221602207252304,Acceptable
C_909451,0,0,13,76,23,192,5.0,0.0,1,1.0,19,19,7,0.0,2.0,2.0,7.0,3.0,7,360,355.0,0.9861111111111112,,0.0,0.0,0.0307017543859649,396.0,0.0,0,资源经济学,0.1789367907555138,Needs Improvement
C_682659,0,0,11,11,10,50,4.0,0.0,0,1.0,0,0,0,0.0,5.0,4.0,0.0,0.0,0,375,371.0,0.9893333333333332,,0.0,0.0,0.0,,0.0,1,灾害信息传播学,0.2245968790364588,Acceptable
C_681719,0,1,5,24,26,96,15.0,0.0,0,1.0,92,141,94,0.0,52.0,15.0,0.0,0.0,0,1935,1920.0,0.992248062015504,,0.0,0.0,0.0,,0.0,1,泵与泵站,0.2180237737599267,Acceptable
C_696722,0,0,6,33,25,153,1.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,3.0,1.0,0,1032,1031.0,0.999031007751938,,0.0,0.0,0.0606060606060606,385.0,0.0,0,配送中心设计与管理,0.0,Needs Improvement
C_682235,0,0,5,17,4,40,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6,6.0,1.0,,0.0,0.0,0.0,205.0,0.0,0,英文摘要轻松写,0.0,Needs Improvement
C_696708,0,0,9,23,24,183,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,27,27.0,1.0,,0.0,0.0,0.0,,0.0,0,C语言程序设计基础,0.0,Needs Improvement
C_2059301,0,0,7,25,6,30,3.0,0.0,1,0.0,25,47,27,0.0,0.0,0.0,6.0,3.0,4,59,56.0,0.9491525423728814,,0.0,0.0,0.08,,0.0,2,因为它，爱上家——居住区规划原理,0.4547289436831349,Excellent
C_696861,0,0,7,44,18,352,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,220.1749772727273,0.0,0.0,0.0,205.0,0.0,0,Intermediate Management Accounting,0.0,Needs Improvement
C_1779421,1,1,17,34,30,58,25.0,0.0,1,1.0,52,388,258,0.0,42.0,10.0,18.0,6.0,1,5444,5419.0,0.9954077883908892,,0.7068022879780096,0.3925925925925926,0.0784313725490196,,0.0,2,学术英语写作与沟通,0.4065276186901367,Excellent
C_696518,0,0,7,27,24,78,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1391,1391.0,1.0,,0.0,0.0,0.0,,0.0,0,有机结构波谱分析,0.0,Needs Improvement
